Name,SurName,Street,StreetNr,ZipCode,City,Legitimate,StartStreet,StartStreetNr,StartZipCode,StartCity,EndStreet,EndStreetNr,EndZipCode,EndCity,CorrectDelivery 
Cyndi,Mourer,Aktergatan,30,58124,Linkoping,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,58222,Linkoping,True
Elouise,Wigington,Eriksberg,127,11175,Stockholm,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,11222,Stockholm,True
Bernetta,Rountree,Ankargatan,54,58157,Linkoping,True,SortingStreet,1,25222,Helsingborg,SortingStreet,7,58222,Linkoping,False
Juliette,,Parkgatan,1,21136,Malmo,True,SortingStreet,1,25222,Helsingborg,SortingStreet,294,21222,Malmo,False
Gaynell,Pascarelli,Nyhem,113,85198,Sundsvall,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,85222,Sundsvall,True
Roderick,Gover,Pallasgatan,97,30137,Halmstad,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,30222,Halmstad,True
Laronda,Wenner,Fotstigen,138,97168,Lulea,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,85222,Lulea,True
Hank,Gess,Alegatan,168,11125,Stockholm,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,11222,Stockholm,True
Cristopher,Bakken,Bondegatan,85,22136,Lund,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,22222,Lund,True
Verda,Faris,Eriksberg,4,90175,Umea,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,90222,Umea,True
Rosalba,Hassett,Pilgatan,130,85133,Sundsvall,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,85222,Sundsvall,True
Verda,Faris,Butgatan,1,60129,Norrkoping,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,60222,Norrkoping,True
Lissette,English,Bergsbogatan,184,75136,Uppsala,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,75222,Uppsala,True
Chrissy,Shamblin,Akutgatan,106,55175,Jonkoping,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,55222,Jonkoping,True
Eduardo,Venters,Harstigen,77,70114,Orebro,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,70222,Orebro,True
Tresa,Kestler,Albogatan,156,35174,Vaxjo,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,35222,Vaxjo,True
Bernetta,Rountree,Adelgatan,131,55165,Jonkoping,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,55222,Jonkoping,True
Lettie,Warford,Ekorrstigen,133,70146,Orebro,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,58222,Orebro,True
Cyndi,Mourer,Boberg,26,80135,Gavle,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,80222,Gavle,True
Heriberto,Mcguffie,Adelgatan,48,11165,Stockholm,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,11222,Stockholm,True
Carolin,Wiechmann,Akutgatan,94,70175,Orebro,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,70222,Orebro,True
Jefferson,Blakeslee,Boberg,84,75135,,True,SortingStreet,1,25222,Helsingborg,SortingStreet,295,75222,,False
Sabrina,Mease,Krokiusgatan,134,65174,Karlstad,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,65222,Karlstad,True
Lieselotte,Halberg,Krokiusgatan,1,30174,Halmstad,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,30222,Halmstad,True
Caroll,Holte,Hasselgatan,30,58113,Linkoping,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,58222,Linkoping,True
Wynona,Hoefle,Bergsbogatan,195,58136,Linkoping,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,58222,Linkoping,True
Cornelia,,Agnesgatan,189,75165,Uppsala,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,75222,Uppsala,True
Flora,,Adlerberthsgatan,171,25123,Helsingborg,True,SortingStreet,1,25222,Helsingborg,Larmtorget,171,25123,Helsingborg,False
Marinda,Corliss,Allhelgonagatan,51,55125,Jonkoping,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,55222,Jonkoping,True
Chance,Breeze,Alsta,99,97167,Lulea,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,97222,Lulea,True
Maryann,Marrone,Dagsberg,122,80124,Gavle,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,80222,Gavle,True
Verda,Faris,Aktergatan,166,39124,Kalmar,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,39222,Kalmar,True
Caron,Neal,Aktergatan,11,60124,,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,60222,,True
,Wigington,Kaptensgatan,18,35168,Vaxjo,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,35222,Vaxjo,True
Cordia,Bunge,Hasselgatan,35,41113,Goteborg,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,41222,Goteborg,True
Cristi,Stanger,Aktergatan,38,85124,Sundsvall,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,85222,Sundsvall,True
Alexa,Grego,Larmtorget,102,75146,Uppsala,True,SortingStreet,1,25222,Helsingborg,SortingStreet,209,75222,Uppsala,False
Lula,Groom,Fotstigen,148,97168,Lulea,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,97222,Lulea,True
Andra,Herbert,Mesta,176,21146,Malmo,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,21222,Malmo,True
Jeanie,Lansford,Parkgatan,105,55136,Jonkoping,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,55222,Jonkoping,True
Perry,Didonna,Albrogatan,183,11123,Stockholm,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,11222,Stockholm,True
Jefferson,Blakeslee,Mesta,23,90146,Umea,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,90222,Umea,True
Cyndi,Mourer,Butgatan,98,21129,Malmo,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,21222,Malmo,True
Sally,Kraemer,Hasselgatan,182,97113,Lulea,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,97222,Lulea,True
Val,Borge,Nyhem,69,80198,Gavle,True,SortingStreet,1,25222,Helsingborg,Betesbacken,1,80222,Gavle,False
Francene,Nutting,Larmtorget,43,50146,Boras,True,SortingStreet,1,25222,Helsingborg,Dagsberg,1,50222,Boras,False
Val,Borge,Blomstigen,170,72134,Vasteras,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,72222,Vasteras,True
Dann,Boulden,Floragatan,49,22146,Lund,True,SortingStreet,1,25222,Helsingborg,SortingStreet,30,22222,Lund,False
Klara,Collett,Nyby,101,50187,Boras,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,50222,Boras,True
,Ribera,Mesta,49,55146,Jonkoping,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,55222,Jonkoping,True
Wynona,Hoefle,Fotstigen,148,90168,Umea,True,SortingStreet,1,25222,Helsingborg,Hasselgatan,1,90222,Umea,False
Pierre,Coffield,Boberg,148,21135,Malmo,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,21222,Malmo,True
Chrissy,Shamblin,Bohusgatan,128,22147,Lund,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,22222,Lund,True
Taneka,Streetman,Bergsbogatan,64,90136,,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,90222,,True
Jerica,Granillo,Krokiusgatan,64,63174,Eskilstuna,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,63222,Eskilstuna,True
,Axford,Odlarstigen,85,80178,Gavle,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,80222,Gavle,True
Tiffaney,Irvine,Betesbacken,43,70176,Orebro,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,70222,Orebro,True
Dwight,Sparr,Bergsbogatan,83,85136,Sundsvall,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,85222,Sundsvall,True
Jeanmarie,Westover,Boberg,139,97135,Lulea,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,97222,Lulea,True
Adrien,Emerson,Adelgatan,151,11165,Stockholm,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,11222,Stockholm,True
Tiffaney,Irvine,Albogatan,190,63174,Eskilstuna,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,63222,Eskilstuna,True
Bianca,Velasques,Krokiusgatan,102,50174,Boras,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,60222,Boras,True
Flora,Yearsley,Harstigen,6,97114,Lulea,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,97222,Lulea,True
Cordia,Bunge,Lotsgatan,28,55146,Jonkoping,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,55222,Jonkoping,True
,Hassett,Fotstigen,192,55168,Jonkoping,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,55222,Jonkoping,True
Andra,Herbert,Odensbergsgatan,150,55178,,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,55222,,True
Flora,Yearsley,Ankargatan,95,58157,Linkoping,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,58222,Linkoping,True
Cristopher,Bakken,Betesbacken,112,35176,Vaxjo,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,35222,Vaxjo,True
Gladis,Dunlap,Berget,172,21126,Malmo,True,SortingStreet,1,25222,Helsingborg,Mineralgatan,1,21222,Malmo,False
Victorina,,Adjunktsgatan,158,70164,Orebro,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,70222,Orebro,True
Alexa,Grego,Berg,81,65177,Karlstad,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,65222,Karlstad,True
Hazel,Maltos,Aktergatan,108,30124,Halmstad,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,30222,Halmstad,True
Caroll,Holte,Agnesgatan,123,41165,Goteborg,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,41222,Goteborg,True
,Corliss,Pilgatan,57,72133,Vasteras,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,72222,Vasteras,True
Roderick,Gover,Blomstigen,36,75134,Uppsala,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,75222,Uppsala,True
,Breeze,Kaptensgatan,176,63168,Eskilstuna,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,63222,Eskilstuna,True
Cleo,Kent,Abborregatan,68,90147,Umea,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,90222,Umea,True
Carolin,Wiechmann,Lotsgatan,44,90146,Umea,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,90222,Umea,True
Lieselotte,Halberg,Lotsgatan,119,11146,Stockholm,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,11222,Stockholm,True
Val,Borge,Kaptensgatan,171,35168,Vaxjo,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,35222,Vaxjo,True
Andra,Herbert,Nyby,41,30187,Halmstad,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,30222,Halmstad,True
Elza,Prophet,Butgatan,7,60129,Norrkoping,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,60222,Norrkoping,True
Lissette,English,Parkgatan,88,60136,Norrkoping,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,60222,Norrkoping,True
Florentina,Brassard,Alegatan,11,65125,Karlstad,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,35222,Karlstad,True
Errol,Kingston,Agnesgatan,53,50165,Boras,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,50222,Boras,True
Hank,Gess,Nyhem,110,80198,,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,80222,,True
Delbert,Havard,Bondegatan,119,55136,Jonkoping,True,SortingStreet,1,25222,Helsingborg,Allhelgonagatan,1,55222,Jonkoping,False
Patricia,Blackwelder,Parkgatan,155,58136,Linkoping,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,58222,Linkoping,True
Anneliese,Laber,Parkgatan,101,65136,Karlstad,True,SortingStreet,1,25222,Helsingborg,Blomstigen,1,65222,Karlstad,False
Gaynell,Pascarelli,Alsta,56,97167,,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,97222,,True
Sandie,,Almstigen,101,70165,Orebro,True,SortingStreet,1,25222,Helsingborg,SortingStreet,52,70222,Orebro,False
Cyndi,,Berg,162,21177,Malmo,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,60222,Malmo,True
Pearlene,Robison,Nyhem,146,39198,Kalmar,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,39222,Kalmar,True
Alicia,Trombly,Eriksberg,151,35175,Vaxjo,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,35222,Vaxjo,True
,Crandell,Dagsberg,17,70124,Orebro,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,70222,Orebro,True
Ester,Robards,Hasselgatan,114,60113,Norrkoping,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,60222,Norrkoping,True
Joleen,Bright,Amiralsgatan,126,25156,Helsingborg,True,SortingStreet,1,25222,Helsingborg,Amiralsgatan,126,25156,Helsingborg,True
Cornelia,Quiles,Eriksberg,113,25175,Helsingborg,True,SortingStreet,1,25222,Helsingborg,Eriksberg,113,25175,Helsingborg,True
Verda,Faris,Akutgatan,121,21175,Malmo,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,21222,Malmo,True
Willis,Axford,Lotsgatan,136,85146,Sundsvall,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,85222,Sundsvall,True
Tiffaney,Irvine,Bohusgatan,34,25147,Helsingborg,True,SortingStreet,1,25222,Helsingborg,Bohusgatan,92,25147,Helsingborg,False
Perry,Didonna,Parkgatan,62,25136,Helsingborg,True,SortingStreet,1,25222,Helsingborg,Parkgatan,62,25136,Helsingborg,True
Lissette,English,Larmtorget,172,80146,Gavle,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,80222,Gavle,True
Brigid,Macleod,Ekorrstigen,153,58146,Linkoping,True,SortingStreet,1,25222,Helsingborg,Pilgatan,1,58222,Linkoping,False
Hazel,Maltos,Akutgatan,131,90175,Umea,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,85222,Umea,True
Brigid,Macleod,Ankargatan,154,25157,Helsingborg,True,SortingStreet,1,25222,Helsingborg,Ankargatan,154,25157,Helsingborg,True
Pierre,Coffield,Alegatan,40,58125,Linkoping,True,SortingStreet,1,25222,Helsingborg,SortingStreet,98,58222,Linkoping,False
Chrissy,Shamblin,Kaptensgatan,176,50168,Boras,True,SortingStreet,1,25222,Helsingborg,SortingStreet,120,50222,Boras,False
Cordia,,Nyhem,26,25198,Helsingborg,True,SortingStreet,1,25222,Helsingborg,Nyhem,26,25198,Helsingborg,True
Zelma,Crandell,Odensbergsgatan,108,60178,Norrkoping,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,60222,Norrkoping,True
,Nutting,Ekorrstigen,106,41146,Goteborg,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,41222,Goteborg,True
Cornelia,Quiles,Agnesgatan,89,22165,Lund,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,22222,Lund,True
Bianca,Velasques,Akutgatan,166,63175,Eskilstuna,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,58222,Eskilstuna,True
,Carwile,Bohusgatan,95,90147,Umea,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,90222,Umea,True
Jeanie,Lansford,Almstigen,87,41165,Goteborg,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,41222,Goteborg,True
Perry,Didonna,Odensbergsgatan,66,63178,,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,63222,,True
Francene,Nutting,Abborregatan,27,80147,Gavle,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,80222,Gavle,True
Patricia,Blackwelder,Betesbacken,4,11176,Stockholm,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,11222,Stockholm,True
Linsey,Jacoby,Allhelgonagatan,74,72125,,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,72222,,True
Willis,Axford,Dagsberg,30,90124,Umea,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,90222,Umea,True
Gaynell,Pascarelli,Albrogatan,189,60123,Norrkoping,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,60222,Norrkoping,True
Cordia,Bunge,Butgatan,106,63129,Eskilstuna,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,63222,Eskilstuna,True
Marguerita,Tilley,Nyby,102,63187,Eskilstuna,True,SortingStreet,1,25222,Helsingborg,Pilgatan,1,63222,Eskilstuna,False
Tiffaney,Irvine,Larmtorget,158,63146,Eskilstuna,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,63222,Eskilstuna,True
Perry,Didonna,Ankargatan,3,75157,Uppsala,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,75222,Uppsala,True
Taneka,Streetman,Abborregatan,173,97147,Lulea,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,97222,Lulea,True
Marinda,,Parkgatan,12,72136,Vasteras,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,72222,Vasteras,True
Bernetta,Rountree,Adlerberthsgatan,34,70123,Orebro,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,70222,Orebro,True
Cristopher,Bakken,Floragatan,122,85146,Sundsvall,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,85222,Sundsvall,True
Florentina,Brassard,Butgatan,151,50129,Boras,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,50222,Boras,True
Francene,Nutting,Allhelgonagatan,194,22125,Lund,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,22222,Lund,True
Jeanie,Lansford,Alegatan,188,35125,Vaxjo,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,35222,Vaxjo,True
Sabrina,Mease,Berg,39,39177,Kalmar,True,SortingStreet,1,25222,Helsingborg,SortingStreet,225,39222,Kalmar,False
Marguerita,Tilley,Alsta,90,63167,Eskilstuna,True,SortingStreet,1,25222,Helsingborg,Aberga,1,63222,Eskilstuna,False
Lieselotte,Halberg,Harstigen,55,58114,Linkoping,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,58222,Linkoping,True
Errol,,Agnesgatan,15,11165,Stockholm,True,SortingStreet,1,25222,Helsingborg,SortingStreet,1,11222,Stockholm,True
Lettie,Warford,Almstigen,168,11165,Stockholm,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,11222,Stockholm,True
Caron,Neal,Adelgatan,63,75165,Uppsala,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,75222,Uppsala,True
Perry,Didonna,Lotsgatan,152,21146,Malmo,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,21222,Malmo,True
Maryann,Marrone,Adjunktsgatan,4,22164,,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,22222,,True
Jerica,Granillo,Odlarstigen,20,22178,Lund,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,22222,Lund,True
Brigid,Macleod,Blomstigen,59,85134,Sundsvall,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,39222,Sundsvall,True
Dann,Boulden,Boberg,53,65135,Karlstad,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,65222,Karlstad,True
Jerica,Granillo,Berget,93,30126,Halmstad,True,SortingStreet,1,30222,Halmstad,Berget,194,30126,Halmstad,False
Susannah,Lino,Hasselgatan,97,72113,Vasteras,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,72222,Vasteras,True
Brittanie,Mcfaul,Krokiusgatan,53,22174,Lund,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,22222,Lund,True
Patricia,Blackwelder,Bergsbogatan,95,11136,Stockholm,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,11222,Stockholm,True
Tresa,Kestler,Aberga,76,25148,Helsingborg,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,25222,Helsingborg,True
Klara,Collett,Bohusgatan,30,80147,Gavle,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,63222,Gavle,True
Marguerita,Tilley,Harstigen,28,60114,Norrkoping,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,60222,Norrkoping,True
Patricia,Blackwelder,Odensbergsgatan,2,70178,Orebro,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,70222,Orebro,True
,Madruga,Fotstigen,187,72168,Vasteras,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,72222,Vasteras,True
Taneka,Streetman,Alsta,32,85167,Sundsvall,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,97222,Sundsvall,True
Elouise,Wigington,Pallasgatan,171,80137,Gavle,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,80222,Gavle,True
Chance,Breeze,Dagsberg,38,60124,Norrkoping,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,60222,Norrkoping,True
Roderick,Gover,Eriksberg,149,30175,Halmstad,True,SortingStreet,1,30222,Halmstad,Boberg,149,30175,Halmstad,False
Joleen,Bright,Bondegatan,18,90136,Umea,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,90222,Umea,True
Cornelia,Quiles,Adjunktsgatan,50,65164,Karlstad,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,97222,Karlstad,True
Shayna,Lyttle,Nyhem,76,97198,Lulea,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,97222,Lulea,True
Sari,Hemstreet,Bergsbogatan,187,58136,Linkoping,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,58222,Linkoping,True
Andra,Herbert,Alsta,169,55167,Jonkoping,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,55222,Jonkoping,True
Cornelia,Quiles,Adjunktsgatan,7,30164,Halmstad,True,SortingStreet,1,30222,Halmstad,Nyby,7,30164,Halmstad,False
Shayna,Lyttle,Albrogatan,5,72123,Vasteras,True,SortingStreet,1,30222,Halmstad,Adlerberthsgatan,1,72222,Vasteras,False
Juliette,Favors,Butgatan,167,35129,Vaxjo,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,35222,Vaxjo,True
Ellie,Graziano,Odensbergsgatan,91,22178,Lund,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,22222,Lund,True
Brigid,Macleod,Adelgatan,63,39165,Kalmar,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,39222,Kalmar,True
Alessandra,,Parkgatan,150,90136,Umea,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,90222,Umea,True
Hank,Gess,Hasselgatan,66,35113,,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,35222,,True
Bruce,Odell,Lotsgatan,199,60146,Norrkoping,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,60222,Norrkoping,True
Ross,Bell,Larmtorget,112,39146,Kalmar,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,39222,Kalmar,True
Shu,Tippie,Akutgatan,37,58175,Linkoping,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,58222,Linkoping,True
Dwight,Sparr,Parkgatan,80,65136,Karlstad,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,65222,Karlstad,True
Lieselotte,Halberg,Harstigen,118,65114,Karlstad,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,65222,Karlstad,True
Patricia,Blackwelder,Lotsgatan,57,58146,Linkoping,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,58222,Linkoping,True
Laronda,Wenner,Allhelgonagatan,169,25125,Helsingborg,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,25222,Helsingborg,True
,Breeze,Bondegatan,177,60136,Norrkoping,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,60222,Norrkoping,True
Marguerita,Tilley,Pallasgatan,42,70137,Orebro,True,SortingStreet,1,30222,Halmstad,Bergsbogatan,1,70222,Orebro,False
Aurore,Wanner,Pilgatan,84,75133,Uppsala,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,75222,Uppsala,True
Simona,Sherron,Larmtorget,45,55146,Jonkoping,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,72222,Jonkoping,True
Sabrina,Mease,Butgatan,135,70129,Orebro,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,70222,Orebro,True
Ross,Bell,Pallasgatan,17,70137,,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,70222,,True
Klara,Collett,Albrogatan,196,58123,Linkoping,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,58222,Linkoping,True
Zelma,,Albogatan,129,35174,Vaxjo,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,35222,Vaxjo,True
Lon,,Ankargatan,67,25157,Helsingborg,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,25222,Helsingborg,True
Ardelle,Geisler,Berg,193,35177,Vaxjo,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,35222,Vaxjo,True
Cyndi,Mourer,Hasselgatan,81,55113,Jonkoping,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,55222,Jonkoping,True
Laronda,Wenner,Almstigen,117,65165,Karlstad,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,65222,Karlstad,True
Savanna,Mcmullin,Akutgatan,96,22175,Lund,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,90222,Lund,True
Cyndi,Mourer,Almstigen,13,63165,Eskilstuna,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,63222,Eskilstuna,True
Detra,Trainer,Berget,27,90126,Umea,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,90222,Umea,True
Caroll,Holte,Betesbacken,164,65176,Karlstad,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,65222,Karlstad,True
Victorina,Cataldo,Nyby,95,11187,Stockholm,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,80222,Stockholm,True
Bernetta,Rountree,Nyhem,149,55198,,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,55222,,True
Lula,Groom,Parkgatan,107,55136,Jonkoping,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,55222,Jonkoping,True
Perry,Didonna,Pallasgatan,3,65137,Karlstad,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,65222,Karlstad,True
Shu,Tippie,Floragatan,112,35146,Vaxjo,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,35222,Vaxjo,True
Fatimah,Lonon,Lotsgatan,152,58146,Linkoping,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,58222,Linkoping,True
,Kestler,Mineralgatan,84,30157,Halmstad,True,SortingStreet,1,30222,Halmstad,Mineralgatan,84,30157,Halmstad,True
Dwight,,Akutgatan,15,90175,Umea,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,90222,Umea,True
Gladis,Dunlap,Harstigen,117,55114,Jonkoping,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,55222,Jonkoping,True
Lula,Groom,Akutgatan,177,97175,Lulea,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,97222,Lulea,True
Klara,Collett,Larmtorget,14,30146,Halmstad,True,SortingStreet,1,30222,Halmstad,Larmtorget,14,30146,Halmstad,True
Ellie,Graziano,Aberga,108,70148,Orebro,True,SortingStreet,1,30222,Halmstad,Boberg,1,70222,Orebro,False
Hazel,,Odlarstigen,59,72178,Vasteras,True,SortingStreet,1,30222,Halmstad,Abborregatan,1,72222,Vasteras,False
,Tippie,Eriksberg,103,11175,Stockholm,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,11222,Stockholm,True
Alicia,Trombly,Berget,54,58126,Linkoping,True,SortingStreet,1,30222,Halmstad,SortingStreet,1,58222,Linkoping,True
